fromnode,tonode,c
7,14,1584
7,15,1211
7,16,1146
7,17,1264
7,18,1030
7,19,973
7,20,1307
7,21,1667
7,22,1415
7,23,1696
7,24,1954
8,0,1535
8,1,1705
8,2,1264
8,3,1341
8,4,1155
8,5,1194
8,6,889
8,7,1055
8,8,0
8,9,788
8,10,1344
8,11,884
8,12,1007
8,13,1223
8,14,1068
8,15,695
8,16,630
8,17,933
8,18,1267
8,19,913
8,20,1281
8,21,1625
8,22,1319
8,23,1654
8,24,1828
9,0,1410
9,1,1258
9,2,1518
9,3,1657
9,4,1474
9,5,812
9,6,1166
9,7,1374
9,8,788
9,9,0
9,10,556
9,11,930
9,12,1384
9,13,1553
9,14,1484
9,15,1041
9,16,1036
9,17,1235
9,18,1701
9,19,1347
9,20,1319
9,21,1505
9,22,1714
9,23,2088
9,24,1800
10,0,891
10,1,843
10,2,999
10,3,1387
10,4,1366
10,5,1018
10,6,1663
10,7,1930
10,8,1344
10,9,556
10,10,0
10,11,837
10,12,1400
10,13,1616
10,14,1361
10,15,1118
10,16,1244
10,17,1567
10,18,1561
10,19,1377
10,20,1557
10,21,1116
10,22,1315
10,23,1648
10,24,1401
11,0,1454
11,1,1417
11,2,1562
11,3,1686
11,4,1500
11,5,1463
11,6,1235
11,7,1400
11,8,884
11,9,930
11,10,837
11,11,0
11,12,923
11,13,1151
11,14,864
11,15,616
11,16,742
11,17,1095
11,18,1730
11,19,1376
11,20,1744
11,21,1696
11,22,1836
11,23,2122
11,24,1973
12,0,2017
12,1,1634
12,2,1732
12,3,1809
12,4,1623
12,5,1708
12,6,1345
12,7,1523
12,8,1007
12,9,1384
12,10,1400
12,11,923
12,12,0
12,13,564
12,14,703
12,15,642
12,16,778
12,17,1108
12,18,1767
12,19,1412
12,20,1780
12,21,2089
12,22,1872
12,23,2153
12,24,2327
13,0,2233
13,1,1850
13,2,2018
13,3,2029
13,4,1839
13,5,1924
13,6,1581
13,7,1739
13,8,1223
13,9,1553
13,10,1616
13,11,1151
13,12,564
13,13,0
13,14,763
13,15,824
13,16,939
13,17,1201
13,18,1928
13,19,1573
13,20,1941
13,21,2250
13,22,2033
13,23,2314
13,24,2481
14,0,1978
14,1,1659
14,2,1793
14,3,1870
14,4,1684
14,5,1769
14,6,1406
14,7,1584
14,8,1068
14,9,1484
14,10,1361
14,11,864
14,12,703
14,13,763
14,14,0
14,15,812
14,16,908
14,17,1238
14,18,1897
14,19,1542
14,20,1910
14,21,2271
14,22,2019
14,23,2283
14,24,2431
15,0,1712
15,1,1355
15,2,1420
15,3,1497
15,4,1311
15,5,1396
15,6,1033
15,7,1211
15,8,695
15,9,1041
15,10,1118
15,11,616
15,12,642
15,13,824
15,14,812
15,15,0
15,16,549
15,17,714
15,18,1501
15,19,1196
15,20,1567
15,21,1846
15,22,1685
15,23,1916
15,24,2078
16,0,1626
16,1,1481
16,2,1355
16,3,1432
16,4,1246
16,5,1331
16,6,968
16,7,1146
16,8,630
16,9,1036
16,10,1244
16,11,742
16,12,778
16,13,939
16,14,908
16,15,549
16,16,0
16,17,532
16,18,1376
16,19,1000
16,20,1371
16,21,1756
16,22,1489
16,23,1720
16,24,1882
17,0,2072
17,1,1832
17,2,1871
17,3,1878
17,4,1692
17,5,1777
17,6,1427
17,7,1264
17,8,933
17,9,1235
17,10,1567
17,11,1095
17,12,1108
17,13,1201
17,14,1238
17,15,714
17,16,532
17,17,0
17,18,1853
17,19,1532
17,20,1903
17,21,2288
17,22,2021
17,23,2252
17,24,2414
18,0,1400
18,1,1767
18,2,1037
18,3,1114
18,4,928
18,5,1681
18,6,1350
18,7,1030
18,8,1267
18,9,1701
18,10,1561
18,11,1730
18,12,1767
18,13,1928
18,14,1897
18,15,1501
18,16,1376
18,17,1853
18,18,0
18,19,777
18,20,1269
18,21,1254
18,22,1023
18,23,1324
18,24,1138
19,0,1145
19,1,1512
19,2,944
19,3,951
19,4,584
19,5,1148
19,6,1037
19,7,973
19,8,913
19,9,1347
19,10,1377
19,11,1376
19,12,1412
19,13,1573
19,14,1542
19,15,1196
19,16,1000
19,17,1532
19,18,777
19,19,0
19,20,795
19,21,1139
19,22,751
19,23,1052
19,24,1308
20,0,909
20,1,1519
20,2,1323
20,3,1325
20,4,517
20,5,539
20,6,794
20,7,1307
20,8,1281
20,9,1319
20,10,1557
20,11,1744
20,12,1780
20,13,1941
20,14,1910
20,15,1567
20,16,1371
20,17,1903
20,18,1269
20,19,795
20,20,0
20,21,963
20,22,927
20,23,1300
20,24,1525
21,0,804
21,1,1241
21,2,598
21,3,616
21,4,733
21,5,1116
21,6,1431
21,7,1667
21,8,1625
21,9,1505
21,10,1116
21,11,1696
21,12,2089
21,13,2250
21,14,2271
21,15,1846
21,16,1756
21,17,2288
21,18,1254
21,19,1139
21,20,963
21,21,0
21,22,783
21,23,1129
21,24,1069
22,0,1083
22,1,1450
22,2,882
22,3,490
22,4,535
22,5,1373
22,6,1503
22,7,1415
22,8,1319
22,9,1714
22,10,1315
22,11,1836
22,12,1872
22,13,2033
22,14,2019
22,15,1685
22,16,1489
22,17,2021
22,18,1023
22,19,751
22,20,927
22,21,783
22,22,0
22,23,490
22,24,706
23,0,1416
23,1,1839
23,2,1267
23,3,717
23,4,926
23,5,1743
23,6,1784
23,7,1696
23,8,1654
23,9,2088
23,10,1648
23,11,2122
23,12,2153
23,13,2314
23,14,2283
23,15,1916
23,16,1720
23,17,2252
23,18,1324
23,19,1052
23,20,1300
23,21,1129
23,22,490
23,23,0
23,24,414
24,0,1169
24,1,1536
24,2,905
24,3,616
24,4,1167
24,5,1911
24,6,1958
24,7,1954
24,8,1828
24,9,1800
24,10,1401
24,11,1973
24,12,2327
24,13,2481
24,14,2431
24,15,2078
24,16,1882
24,17,2414
24,18,1138
24,19,1308
24,20,1525
24,21,1069
24,22,706
24,23,414
24,24,0
