fromnode,tonode,c
6,9,1166
6,10,1663
6,11,1235
6,12,1345
6,13,1581
6,14,1406
6,15,1033
6,16,968
6,17,1427
6,18,1350
6,19,1037
6,20,794
6,21,1431
6,22,1503
6,23,1784
6,24,1958
6,25,1844
6,26,1868
6,27,1515
6,28,1618
6,29,1887
7,0,1532
7,1,2093
7,2,1331
7,3,1338
7,4,1152
7,5,1410
7,6,932
7,7,0
7,8,1055
7,9,1374
7,10,1930
7,11,1400
7,12,1523
7,13,1739
7,14,1584
7,15,1211
7,16,1146
7,17,1264
7,18,1030
7,19,973
7,20,1307
7,21,1667
7,22,1415
7,23,1696
7,24,1954
7,25,1780
7,26,1804
7,27,1423
7,28,1554
7,29,1823
8,0,1535
8,1,1705
8,2,1264
8,3,1341
8,4,1155
8,5,1194
8,6,889
8,7,1055
8,8,0
8,9,788
8,10,1344
8,11,884
8,12,1007
8,13,1223
8,14,1068
8,15,695
8,16,630
8,17,933
8,18,1267
8,19,913
8,20,1281
8,21,1625
8,22,1319
8,23,1654
8,24,1828
8,25,1738
8,26,1903
8,27,1408
8,28,1512
8,29,1781
9,0,1410
9,1,1258
9,2,1518
9,3,1657
9,4,1474
9,5,812
9,6,1166
9,7,1374
9,8,788
9,9,0
9,10,556
9,11,930
9,12,1384
9,13,1553
9,14,1484
9,15,1041
9,16,1036
9,17,1235
9,18,1701
9,19,1347
9,20,1319
9,21,1505
9,22,1714
9,23,2088
9,24,1800
9,25,1717
9,26,1753
9,27,1815
9,28,1946
9,29,2118
10,0,891
10,1,843
10,2,999
10,3,1387
10,4,1366
10,5,1018
10,6,1663
10,7,1930
10,8,1344
10,9,556
10,10,0
10,11,837
10,12,1400
10,13,1616
10,14,1361
10,15,1118
10,16,1244
10,17,1567
10,18,1561
10,19,1377
10,20,1557
10,21,1116
10,22,1315
10,23,1648
10,24,1401
10,25,1323
10,26,1354
10,27,1554
10,28,1543
10,29,1719
11,0,1454
11,1,1417
11,2,1562
11,3,1686
11,4,1500
11,5,1463
11,6,1235
11,7,1400
11,8,884
11,9,930
11,10,837
11,11,0
11,12,923
11,13,1151
11,14,864
11,15,616
11,16,742
11,17,1095
11,18,1730
11,19,1376
11,20,1744
11,21,1696
11,22,1836
11,23,2122
11,24,1973
11,25,1890
11,26,1926
11,27,1849
11,28,1975
11,29,2306
12,0,2017
12,1,1634
12,2,1732
12,3,1809
12,4,1623
12,5,1708
12,6,1345
12,7,1523
12,8,1007
12,9,1384
12,10,1400
12,11,923
12,12,0
12,13,564
12,14,703
12,15,642
12,16,778
12,17,1108
12,18,1767
12,19,1412
12,20,1780
12,21,2089
12,22,1872
12,23,2153
12,24,2327
12,25,2237
12,26,2402
12,27,1907
12,28,2011
12,29,2280
13,0,2233
13,1,1850
13,2,2018
13,3,2029
13,4,1839
13,5,1924
13,6,1581
13,7,1739
13,8,1223
13,9,1553
13,10,1616
13,11,1151
13,12,564
13,13,0
13,14,763
13,15,824
13,16,939
13,17,1201
13,18,1928
13,19,1573
13,20,1941
13,21,2250
13,22,2033
13,23,2314
13,24,2481
13,25,2398
13,26,2434
13,27,2068
13,28,2172
13,29,2441
14,0,1978
14,1,1659
14,2,1793
14,3,1870
14,4,1684
14,5,1769
14,6,1406
14,7,1584
14,8,1068
14,9,1484
14,10,1361
14,11,864
14,12,703
14,13,763
14,14,0
14,15,812
14,16,908
14,17,1238
14,18,1897
14,19,1542
14,20,1910
14,21,2271
14,22,2019
14,23,2283
14,24,2431
14,25,2348
14,26,2403
14,27,2037
14,28,2141
14,29,2410
15,0,1712
15,1,1355
15,2,1420
15,3,1497
15,4,1311
15,5,1396
15,6,1033
15,7,1211
15,8,695
15,9,1041
15,10,1118
15,11,616
15,12,642
15,13,824
15,14,812
15,15,0
15,16,549
15,17,714
15,18,1501
15,19,1196
15,20,1567
15,21,1846
15,22,1685
15,23,1916
15,24,2078
15,25,1993
15,26,2026
15,27,1644
15,28,1772
15,29,2183
16,0,1626
16,1,1481
16,2,1355
16,3,1432
16,4,1246
16,5,1331
16,6,968
16,7,1146
16,8,630
16,9,1036
16,10,1244
16,11,742
16,12,778
16,13,939
16,14,908
16,15,549
16,16,0
16,17,532
16,18,1376
16,19,1000
16,20,1371
16,21,1756
16,22,1489
16,23,1720
16,24,1882
16,25,1797
16,26,1830
16,27,1448
16,28,1576
16,29,1987
17,0,2072
17,1,1832
17,2,1871
17,3,1878
17,4,1692
17,5,1777
17,6,1427
17,7,1264
17,8,933
17,9,1235
17,10,1567
17,11,1095
17,12,1108
17,13,1201
17,14,1238
17,15,714
17,16,532
17,17,0
17,18,1853
17,19,1532
17,20,1903
17,21,2288
17,22,2021
17,23,2252
17,24,2414
17,25,2329
17,26,2362
17,27,1655
17,28,2108
17,29,2224
18,0,1400
18,1,1767
18,2,1037
18,3,1114
18,4,928
18,5,1681
18,6,1350
18,7,1030
18,8,1267
18,9,1701
18,10,1561
18,11,1730
18,12,1767
18,13,1928
18,14,1897
18,15,1501
18,16,1376
18,17,1853
18,18,0
18,19,777
18,20,1269
18,21,1254
18,22,1023
18,23,1324
18,24,1138
18,25,947
18,26,1202
18,27,473
18,28,790
18,29,1042
19,0,1145
19,1,1512
19,2,944
19,3,951
19,4,584
19,5,1148
19,6,1037
19,7,973
19,8,913
19,9,1347
19,10,1377
19,11,1376
19,12,1412
19,13,1573
19,14,1542
19,15,1196
19,16,1000
19,17,1532
19,18,777
19,19,0
19,20,795
19,21,1139
19,22,751
19,23,1052
19,24,1308
19,25,1223
19,26,1256
19,27,839
19,28,969
19,29,1240
20,0,909
20,1,1519
20,2,1323
20,3,1325
20,4,517
20,5,539
20,6,794
20,7,1307
20,8,1281
20,9,1319
20,10,1557
20,11,1744
20,12,1780
20,13,1941
20,14,1910
20,15,1567
20,16,1371
20,17,1903
20,18,1269
20,19,795
20,20,0
20,21,963
20,22,927
20,23,1300
20,24,1525
20,25,1645
20,26,1678
20,27,1495
20,28,1624
20,29,1895
21,0,804
21,1,1241
21,2,598
21,3,616
21,4,733
21,5,1116
21,6,1431
21,7,1667
21,8,1625
21,9,1505
21,10,1116
21,11,1696
21,12,2089
21,13,2250
21,14,2271
21,15,1846
21,16,1756
21,17,2288
21,18,1254
21,19,1139
21,20,963
21,21,0
21,22,783
21,23,1129
21,24,1069
21,25,1044
21,26,1077
21,27,1293
21,28,1264
21,29,1447
22,0,1083
22,1,1450
22,2,882
22,3,490
22,4,535
22,5,1373
22,6,1503
22,7,1415
22,8,1319
22,9,1714
22,10,1315
22,11,1836
22,12,1872
22,13,2033
22,14,2019
22,15,1685
22,16,1489
22,17,2021
22,18,1023
22,19,751
22,20,927
22,21,783
22,22,0
22,23,490
22,24,706
22,25,943
22,26,1170
22,27,1132
22,28,1234
22,29,1540
23,0,1416
23,1,1839
23,2,1267
23,3,717
23,4,926
23,5,1743
23,6,1784
23,7,1696
23,8,1654
23,9,2088
23,10,1648
23,11,2122
23,12,2153
23,13,2314
23,14,2283
23,15,1916
23,16,1720
23,17,2252
23,18,1324
23,19,1052
23,20,1300
23,21,1129
23,22,490
23,23,0
23,24,414
23,25,651
23,26,1320
23,27,1363
23,28,1344
23,29,1527
24,0,1169
24,1,1536
24,2,905
24,3,616
24,4,1167
24,5,1911
24,6,1958
24,7,1954
24,8,1828
24,9,1800
24,10,1401
24,11,1973
24,12,2327
24,13,2481
24,14,2431
24,15,2078
24,16,1882
24,17,2414
24,18,1138
24,19,1308
24,20,1525
24,21,1069
24,22,706
24,23,414
24,24,0
24,25,340
24,26,1009
24,27,1052
24,28,1033
24,29,1216
25,0,1086
25,1,1477
25,2,822
25,3,680
25,4,1181
25,5,1828
25,6,1844
25,7,1780
25,8,1738
25,9,1717
25,10,1323
25,11,1890
25,12,2237
25,13,2398
25,14,2348
25,15,1993
25,16,1797
25,17,2329
25,18,947
25,19,1223
25,20,1645
25,21,1044
25,22,943
25,23,651
25,24,340
25,25,0
25,26,847
25,27,712
25,28,693
25,29,876
26,0,1122
26,1,1489
26,2,747
26,3,1016
26,4,1217
26,5,1864
26,6,1868
26,7,1804
26,8,1903
26,9,1753
26,10,1354
26,11,1926
26,12,2402
26,13,2434
26,14,2403
26,15,2026
26,16,1830
26,17,2362
26,18,1202
26,19,1256
26,20,1678
26,21,1077
26,22,1170
26,23,1320
26,24,1009
26,25,847
26,26,0
26,27,1249
26,28,1229
26,29,1382
27,0,1322
27,1,1689
27,2,1058
27,3,1216
27,4,1073
27,5,1794
27,6,1515
27,7,1423
27,8,1408
27,9,1815
27,10,1554
27,11,1849
27,12,1907
27,13,2068
27,14,2037
27,15,1644
27,16,1448
27,17,1655
27,18,473
27,19,839
27,20,1495
27,21,1293
27,22,1132
27,23,1363
27,24,1052
27,25,712
27,26,1249
27,27,0
27,28,694
27,29,877
28,0,1308
28,1,1697
28,2,1383
28,3,1225
28,4,1204
28,5,1925
28,6,1618
28,7,1554
28,8,1512
28,9,1946
28,10,1543
28,11,1975
28,12,2011
28,13,2172
28,14,2141
28,15,1772
28,16,1576
28,17,2108
28,18,790
28,19,969
28,20,1624
28,21,1264
28,22,1234
28,23,1344
28,24,1033
28,25,693
28,26,1229
28,27,694
28,28,0
28,29,630
29,0,1487
29,1,1854
29,2,1223
29,3,1381
29,4,1473
29,5,2194
29,6,1887
29,7,1823
29,8,1781
29,9,2118
29,10,1719
29,11,2306
29,12,2280
29,13,2441
29,14,2410
29,15,2183
29,16,1987
29,17,2224
29,18,1042
29,19,1240
29,20,1895
29,21,1447
29,22,1540
29,23,1527
29,24,1216
29,25,876
29,26,1382
29,27,877
29,28,630
29,29,0
