fromnode,tonode,c
15,5,922.3181
15,6,423.7053
15,7,1066.5630
15,8,936.2502
15,9,305.3132
15,10,674.4790
15,11,1661.7780
15,12,348.2725
15,13,675.7505
15,14,1039.7700
15,15,0.0000
15,16,1178.4390
15,17,1095.6570
15,18,1304.0430
15,19,918.5615
15,20,601.9917
15,21,1916.5780
15,22,2090.0890
15,23,496.4224
15,24,963.0435
16,0,756.1987
16,1,179.2426
16,2,190.3157
16,3,720.4687
16,4,578.3286
16,5,409.3542
16,6,1362.8740
16,7,1625.8700
16,8,489.5645
16,9,1417.0720
16,10,1096.7120
16,11,2453.3520
16,12,955.6191
16,13,1098.2820
16,14,1018.3990
16,15,1178.4390
16,16,0.0000
16,17,84.3365
16,18,2143.5650
16,19,328.7515
16,20,880.5469
16,21,2574.0820
16,22,2415.4890
16,23,1008.2000
16,24,215.5610
17,0,672.5906
17,1,96.2744
17,2,274.3105
17,3,675.3437
17,4,512.3965
17,5,365.6853
17,6,1288.9660
17,7,1574.8220
17,8,453.2583
17,9,1337.6480
17,10,1038.6450
17,11,2396.7940
17,12,879.9795
17,13,1021.6110
17,14,987.8645
17,15,1095.6570
17,16,84.3365
17,17,0.0000
17,18,2082.3160
17,19,273.4106
17,20,818.1228
17,21,2526.5620
17,22,2388.6890
17,23,926.6267
17,24,132.7684
18,0,1590.2240
18,1,1999.5840
18,2,2299.4290
18,3,1447.1040
18,4,1570.7250
18,5,1743.4320
18,6,895.0908
18,7,593.4216
18,8,1682.4890
18,9,1017.3320
18,10,1048.5390
18,11,358.3762
18,12,1265.5730
18,13,1977.6130
18,14,1280.7370
18,15,1304.0430
18,16,2143.5650
18,17,2082.3160
18,18,0.0000
18,19,1814.8300
18,20,1264.1930
18,21,661.6543
18,22,1129.3270
18,23,1800.0980
18,24,1968.6890
19,0,527.3008
19,1,210.7656
19,2,494.2224
19,3,403.8657
19,4,255.6551
19,5,104.6478
19,6,1049.2660
19,7,1301.5110
19,8,198.9058
19,9,1125.0410
19,10,768.1641
19,11,2125.5120
19,12,651.1179
19,13,1015.1650
19,14,728.3743
19,15,918.5615
19,16,328.7515
19,17,273.4106
19,18,1814.8300
19,19,0.0000
19,20,552.4229
19,21,2253.2110
19,22,2128.8280
19,23,875.2542
19,24,194.5945
20,0,483.4673
20,1,736.3755
20,2,1043.4840
20,3,255.8823
20,4,307.3289
20,5,491.1125
20,6,537.6206
20,7,780.9512
20,8,450.2585
20,9,677.0608
20,10,229.4867
20,11,1582.3690
20,12,254.9977
20,13,1065.5990
20,14,450.3982
20,15,601.9917
20,16,880.5469
20,17,818.1228
20,18,1264.1930
20,19,552.4229
20,20,0.0000
20,21,1735.9370
20,22,1712.1360
20,23,871.6396
20,24,706.5024
21,0,2140.9780
21,1,2456.2630
21,2,2703.4020
21,3,1853.6170
21,4,2036.1280
21,5,2164.8550
21,6,1493.8430
21,7,955.8020
21,8,2086.8450
21,9,1649.6190
21,10,1506.4510
21,11,361.5388
21,12,1808.5200
21,13,2591.4470
21,14,1589.8350
21,15,1916.5780
21,16,2574.0820
21,17,2526.5620
21,18,661.6543
21,19,2253.2110
21,20,1735.9370
21,21,0.0000
21,22,694.9363
21,23,2404.8390
21,24,2430.2690
22,0,2184.4020
22,1,2339.5090
22,2,2503.8280
22,3,1733.1320
22,4,1967.2560
22,5,2027.3190
22,6,1686.6750
22,7,1024.5660
22,8,1936.3040
22,9,1891.1660
22,10,1503.7940
22,11,986.8149
22,12,1872.6960
22,13,2725.7900
22,14,1401.3210
22,15,2090.0890
22,16,2415.4890
22,17,2388.6890
22,18,1129.3270
22,19,2128.8280
22,20,1712.1360
22,21,694.9363
22,22,0.0000
22,23,2528.4790
22,24,2321.8730
23,0,408.1648
23,1,844.1663
23,2,1188.5490
23,3,1005.7610
23,4,775.2390
23,5,933.1960
23,6,912.2104
23,7,1519.1740
23,8,992.3379
23,9,795.2136
23,10,1038.6240
23,11,2157.5170
23,12,660.5173
23,13,197.8015
23,14,1311.2100
23,15,496.4224
23,16,1008.2000
23,17,926.6267
23,18,1800.0980
23,19,875.2542
23,20,871.6396
23,21,2404.8390
23,22,2528.4790
23,23,0.0000
23,24,813.5513
24,0,540.7388
24,1,36.4947
24,2,405.7886
24,3,592.0278
24,4,399.2253
24,5,298.8486
24,6,1161.6760
24,7,1475.4790
24,8,392.9045
24,9,1205.7470
24,10,931.7148
24,11,2288.7480
24,12,751.4614
24,13,923.2229
24,14,922.3145
24,15,963.0435
24,16,215.5610
24,17,132.7684
24,18,1968.6890
24,19,194.5945
24,20,706.5024
24,21,2430.2690
24,22,2321.8730
24,23,813.5513
24,24,0.0000
