fromnode,tonode,w
4,16,1787
4,17,1995
4,18,13336
4,19,7501
4,20,8053
4,21,5564
4,22,1194
4,23,7324
4,24,645
4,25,253
4,26,3317
4,27,1915
4,28,1299
4,29,1162
4,30,2094
4,31,2472
4,32,452
4,33,866
4,34,523
4,35,256
4,36,2740
4,37,1393
4,38,315
5,0,22914
5,1,15820
5,2,3866
5,3,2117
5,4,9270
5,5,0
5,6,17300
5,7,6323
5,8,2915
5,9,11333
5,10,9105
5,11,3044
5,12,859
5,13,774
5,14,141
5,15,1287
5,16,1152
5,17,934
5,18,3510
5,19,1632
5,20,5830
5,21,967
5,22,95
5,23,332
5,24,86
5,25,60
5,26,898
5,27,565
5,28,442
5,29,373
5,30,88
5,31,551
5,32,96
5,33,259
5,34,178
5,35,0
5,36,1067
5,37,706
5,38,102
6,0,18049
6,1,10019
6,2,2198
6,3,1852
6,4,11599
6,5,17300
6,6,0
6,7,15503
6,8,8931
6,9,12848
6,10,4377
6,11,3095
6,12,788
6,13,1325
6,14,99
6,15,2135
6,16,4138
6,17,2551
6,18,5286
6,19,2327
6,20,2535
6,21,993
6,22,0
6,23,327
6,24,17
6,25,18
6,26,928
6,27,453
6,28,1167
6,29,582
6,30,437
6,31,631
6,32,91
6,33,310
6,34,144
6,35,56
6,36,935
6,37,232
6,38,114
7,0,13639
7,1,5591
7,2,1938
7,3,1709
7,4,8582
7,5,6323
7,6,15503
7,7,0
7,8,7620
7,9,5633
7,10,2552
7,11,2532
7,12,1154
7,13,2474
7,14,218
7,15,1911
7,16,3309
7,17,9522
7,18,19767
7,19,2762
7,20,1884
7,21,377
7,22,226
7,23,565
7,24,126
7,25,0
7,26,865
7,27,575
7,28,1149
7,29,1037
7,30,920
7,31,2414
7,32,269
7,33,378
7,34,118
7,35,103
7,36,710
7,37,285
7,38,229
8,0,4109
8,1,2621
8,2,670
8,3,425
8,4,3311
8,5,2915
8,6,8931
8,7,7620
8,8,0
8,9,8039
8,10,2350
8,11,1404
8,12,494
8,13,1346
8,14,35
8,15,2815
8,16,7686
8,17,4206
8,18,2050
8,19,470
8,20,450
8,21,286
8,22,0
8,23,76
8,24,0
8,25,0
8,26,194
8,27,301
8,28,295
8,29,20
8,30,219
8,31,145
8,32,0
8,33,69
8,34,37
8,35,87
8,36,101
8,37,145
8,38,0
9,0,11009
9,1,6132
9,2,1660
9,3,782
9,4,5501
9,5,11333
9,6,12848
9,7,5633
9,8,8039
9,9,0
9,10,9505
9,11,9072
9,12,1850
9,13,2130
9,14,276
9,15,4932
9,16,9314
9,17,3165
9,18,2623
9,19,526
9,20,907
9,21,510
9,22,35
9,23,262
9,24,17
9,25,18
9,26,597
9,27,176
9,28,572
9,29,211
9,30,219
9,31,253
9,32,94
9,33,60
9,34,0
9,35,0
9,36,667
9,37,421
9,38,39
10,0,13500
10,1,9267
10,2,1720
10,3,1034
10,4,2636
10,5,9105
10,6,4377
10,7,2552
10,8,2350
10,9,9505
10,10,0
10,11,8786
10,12,1966
10,13,1203
10,14,223
10,15,2204
10,16,2036
10,17,1528
10,18,1566
10,19,274
10,20,280
10,21,304
10,22,0
10,23,69
10,24,0
10,25,77
10,26,981
10,27,382
10,28,196
10,29,252
10,30,185
10,31,218
10,32,39
10,33,6
10,34,43
10,35,0
10,36,1036
10,37,294
10,38,33
11,0,10311
11,1,4381
11,2,1193
11,3,739
11,4,2746
11,5,3044
11,6,3095
11,7,2532
11,8,1404
11,9,9072
11,10,8786
11,11,0
11,12,4975
11,13,3235
11,14,1025
11,15,12650
11,16,6366
11,17,2593
11,18,1074
11,19,207
11,20,235
11,21,401
11,22,20
11,23,199
11,24,10
11,25,0
11,26,450
11,27,353
11,28,273
11,29,271
11,30,99
11,31,32
11,32,18
11,33,42
11,34,26
11,35,33
11,36,295
11,37,144
11,38,0
12,0,4538
12,1,1456
12,2,491
12,3,274
12,4,1011
12,5,859
12,6,788
12,7,1154
12,8,494
12,9,1850
12,10,1966
12,11,4975
12,12,0
12,13,3629
12,14,2311
12,15,3230
12,16,1905
12,17,1491
12,18,1131
12,19,74
12,20,43
12,21,50
12,22,0
12,23,53
12,24,0
12,25,6
12,26,98
12,27,120
12,28,95
12,29,122
12,30,108
12,31,103
12,32,36
12,33,80
12,34,0
12,35,21
12,36,63
12,37,11
12,38,25
13,0,3842
13,1,1475
13,2,777
13,3,791
13,4,1674
13,5,774
13,6,1325
13,7,2474
13,8,1346
13,9,2130
13,10,1203
13,11,3235
13,12,3629
13,13,0
13,14,373
13,15,5342
13,16,3852
13,17,6057
13,18,1328
13,19,159
13,20,45
13,21,453
13,22,0
13,23,21
13,24,0
13,25,25
13,26,110
13,27,215
13,28,401
13,29,109
13,30,43
13,31,94
13,32,20
13,33,0
13,34,0
13,35,0
13,36,158
13,37,89
13,38,0
14,0,181
14,1,116
14,2,0
14,3,14
14,4,162
14,5,141
14,6,99
14,7,218
14,8,35
14,9,276
14,10,223
14,11,1025
14,12,2311
14,13,373
14,14,0
14,15,261
14,16,206
14,17,152
14,18,99
14,19,59
14,20,0
14,21,26
14,22,0
14,23,0
14,24,0
14,25,0
14,26,29
14,27,41
14,28,0
14,29,15
14,30,0
14,31,52
14,32,8
14,33,0
14,34,21
14,35,0
14,36,32
14,37,14
14,38,0
15,0,3558
15,1,1213
15,2,379
15,3,198
15,4,1075
15,5,1287
15,6,2135
15,7,1911
15,8,2815
15,9,4932
15,10,2204
15,11,12650
15,12,3230
15,13,5342
15,14,261
15,15,0
15,16,9660
15,17,4763
15,18,1199
15,19,146
15,20,236
15,21,77
15,22,0
15,23,67
15,24,16
15,25,0
15,26,159
15,27,167
15,28,63
15,29,184
15,30,171
15,31,151
15,32,41
15,33,19
15,34,13
15,35,0
15,36,143
15,37,33
15,38,0
16,0,4866
16,1,2241
16,2,402
16,3,908
16,4,1787
16,5,1152
16,6,4138
16,7,3309
16,8,7686
16,9,9314
16,10,2036
16,11,6366
16,12,1905
16,13,3852
16,14,206
16,15,9660
16,16,0
16,17,7696
16,18,2812
16,19,408
16,20,140
16,21,457
16,22,0
16,23,61
16,24,41
16,25,0
16,26,456
16,27,389
16,28,611
16,29,160
16,30,74
16,31,102
16,32,0
16,33,8
16,34,62
16,35,0
16,36,277
16,37,23
16,38,0
17,0,4175
17,1,1447
17,2,377
17,3,592
17,4,1995
17,5,934
17,6,2551
17,7,9522
17,8,4206
17,9,3165
17,10,1528
17,11,2593
17,12,1491
17,13,6057
17,14,152
17,15,4763
17,16,7696
17,17,0
17,18,2263
17,19,438
17,20,113
17,21,162
17,22,0
17,23,39
17,24,33
17,25,0
17,26,308
17,27,169
17,28,234
17,29,360
17,30,98
17,31,280
17,32,74
17,33,25
17,34,14
17,35,30
17,36,130
17,37,109
17,38,0
18,0,11579
18,1,4515
18,2,2841
18,3,4007
18,4,13336
18,5,3510
18,6,5286
18,7,19767
18,8,2050
18,9,2623
18,10,1566
18,11,1074
18,12,1131
18,13,1328
18,14,99
18,15,1199
18,16,2812
18,17,2263
18,18,0
18,19,3940
18,20,1708
18,21,1048
18,22,466
18,23,1309
18,24,334
18,25,184
18,26,3465
18,27,3425
18,28,4129
18,29,4060
18,30,5303
18,31,6523
18,32,1496
18,33,1964
18,34,1035
18,35,185
18,36,1746
18,37,727
18,38,478
19,0,3357
19,1,1171
19,2,615
19,3,584
19,4,7501
19,5,1632
19,6,2327
19,7,2762
19,8,470
19,9,526
19,10,274
19,11,207
19,12,74
19,13,159
19,14,59
19,15,146
19,16,408
19,17,438
19,18,3940
19,19,0
19,20,2493
19,21,369
19,22,131
19,23,578
19,24,23
19,25,19
19,26,334
19,27,339
19,28,141
19,29,379
19,30,474
19,31,404
19,32,39
19,33,230
19,34,60
19,35,0
19,36,390
19,37,226
19,38,33
20,0,3658
20,1,2395
20,2,495
20,3,913
20,4,8053
20,5,5830
20,6,2535
20,7,1884
20,8,450
20,9,907
20,10,280
20,11,235
20,12,43
20,13,45
20,14,0
20,15,236
20,16,140
20,17,113
20,18,1708
20,19,2493
20,20,0
20,21,504
20,22,0
20,23,547
20,24,7
20,25,0
20,26,114
20,27,162
20,28,153
20,29,99
20,30,152
20,31,197
20,32,0
20,33,0
20,34,90
20,35,47
20,36,242
20,37,296
20,38,0
21,0,5234
21,1,4641
21,2,3264
21,3,5053
21,4,5564
21,5,967
21,6,993
21,7,377
21,8,286
21,9,510
21,10,304
21,11,401
21,12,50
21,13,453
21,14,26
21,15,77
21,16,457
21,17,162
21,18,1048
21,19,369
21,20,504
21,21,0
21,22,626
21,23,1144
21,24,492
21,25,131
21,26,872
21,27,263
21,28,318
21,29,332
21,30,364
21,31,225
21,32,51
21,33,209
21,34,251
21,35,30
21,36,488
21,37,576
21,38,25
22,0,747
22,1,391
22,2,25
22,3,1057
22,4,1194
22,5,95
22,6,0
22,7,226
22,8,0
22,9,35
22,10,0
22,11,20
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,466
22,19,131
22,20,0
22,21,626
22,22,0
22,23,1445
22,24,45
22,25,0
22,26,128
22,27,36
22,28,0
22,29,0
22,30,13
22,31,0
22,32,0
22,33,0
22,34,0
22,35,40
22,36,0
22,37,0
22,38,0
23,0,2340
23,1,1434
23,2,771
23,3,5036
23,4,7324
23,5,332
23,6,327
23,7,565
23,8,76
23,9,262
23,10,69
23,11,199
23,12,53
23,13,21
23,14,0
23,15,67
23,16,61
23,17,39
23,18,1309
23,19,578
23,20,547
23,21,1144
23,22,1445
23,23,0
23,24,1094
23,25,0
23,26,690
23,27,720
23,28,369
23,29,408
23,30,286
23,31,166
23,32,12
23,33,69
23,34,26
23,35,66
23,36,148
23,37,64
23,38,142
24,0,577
24,1,304
24,2,119
24,3,2012
24,4,645
24,5,86
24,6,17
24,7,126
24,8,0
24,9,17
24,10,0
24,11,10
24,12,0
24,13,0
24,14,0
24,15,16
24,16,41
24,17,33
24,18,334
24,19,23
24,20,7
24,21,492
24,22,45
24,23,1094
24,24,0
24,25,102
24,26,357
24,27,288
24,28,150
24,29,222
24,30,178
24,31,64
24,32,0
24,33,32
24,34,209
24,35,0
24,36,17
24,37,0
24,38,40
25,0,293
25,1,280
25,2,276
25,3,453
25,4,253
25,5,60
25,6,18
25,7,0
25,8,0
25,9,18
25,10,77
25,11,0
25,12,6
25,13,25
25,14,0
25,15,0
25,16,0
25,17,0
25,18,184
25,19,19
25,20,0
25,21,131
25,22,0
25,23,0
25,24,102
25,25,0
25,26,693
25,27,1087
25,28,160
25,29,0
25,30,11
25,31,39
25,32,14
25,33,129
25,34,41
25,35,0
25,36,39
25,37,0
25,38,0
26,0,7467
26,1,3356
26,2,10392
26,3,3216
26,4,3317
26,5,898
26,6,928
26,7,865
26,8,194
26,9,597
26,10,981
26,11,450
26,12,98
26,13,110
26,14,29
26,15,159
26,16,456
26,17,308
26,18,3465
26,19,334
26,20,114
26,21,872
26,22,128
26,23,690
26,24,357
26,25,693
26,26,0
26,27,5676
26,28,2043
26,29,897
26,30,291
26,31,723
26,32,156
26,33,292
26,34,220
26,35,88
26,36,7894
26,37,500
26,38,172
27,0,3091
27,1,1637
27,2,1575
27,3,1388
27,4,1915
27,5,565
27,6,453
27,7,575
27,8,301
27,9,176
27,10,382
27,11,353
27,12,120
27,13,215
27,14,41
27,15,167
27,16,389
27,17,169
27,18,3425
27,19,339
27,20,162
27,21,263
27,22,36
27,23,720
27,24,288
27,25,1087
27,26,5676
27,27,0
27,28,3648
27,29,2370
27,30,631
27,31,982
27,32,376
27,33,529
27,34,738
27,35,386
27,36,1285
27,37,611
27,38,265
28,0,1849
28,1,1022
28,2,787
28,3,868
28,4,1299
28,5,442
28,6,1167
28,7,1149
28,8,295
28,9,572
28,10,196
28,11,273
28,12,95
28,13,401
28,14,0
28,15,63
28,16,611
28,17,234
28,18,4129
28,19,141
28,20,153
28,21,318
28,22,0
28,23,369
28,24,150
28,25,160
28,26,2043
28,27,3648
28,28,0
28,29,5654
28,30,2618
28,31,3291
28,32,449
28,33,924
28,34,1331
28,35,211
28,36,465
28,37,156
28,38,567
29,0,2274
29,1,1071
29,2,688
29,3,1157
29,4,1162
29,5,373
29,6,582
29,7,1037
29,8,20
29,9,211
29,10,252
29,11,271
29,12,122
29,13,109
29,14,15
29,15,184
29,16,160
29,17,360
29,18,4060
29,19,379
29,20,99
29,21,332
29,22,0
29,23,408
29,24,222
29,25,0
29,26,897
29,27,2370
29,28,5654
29,29,0
29,30,8298
29,31,7727
29,32,2323
29,33,6036
29,34,3988
29,35,733
29,36,245
29,37,159
29,38,1798
30,0,2909
30,1,1371
30,2,304
30,3,946
30,4,2094
30,5,88
30,6,437
30,7,920
30,8,219
30,9,219
30,10,185
30,11,99
30,12,108
30,13,43
30,14,0
30,15,171
30,16,74
30,17,98
30,18,5303
30,19,474
30,20,152
30,21,364
30,22,13
30,23,286
30,24,178
30,25,11
30,26,291
30,27,631
30,28,2618
30,29,8298
30,30,0
30,31,10896
30,32,1858
30,33,1997
30,34,763
30,35,407
30,36,247
30,37,0
30,38,977
31,0,4481
31,1,1743
31,2,420
31,3,876
31,4,2472
31,5,551
31,6,631
31,7,2414
31,8,145
31,9,253
31,10,218
31,11,32
31,12,103
31,13,94
31,14,52
31,15,151
31,16,102
31,17,280
31,18,6523
31,19,404
31,20,197
31,21,225
31,22,0
31,23,166
31,24,64
31,25,39
31,26,723
31,27,982
31,28,3291
31,29,7727
31,30,10896
31,31,0
31,32,2559
31,33,4285
31,34,1206
31,35,347
31,36,407
31,37,50
31,38,2195
32,0,677
32,1,138
32,2,29
32,3,85
32,4,452
32,5,96
32,6,91
32,7,269
32,8,0
32,9,94
32,10,39
32,11,18
32,12,36
32,13,20
32,14,8
32,15,41
32,16,0
32,17,74
32,18,1496
32,19,39
32,20,0
32,21,51
32,22,0
32,23,12
32,24,0
32,25,14
32,26,156
32,27,376
32,28,449
32,29,2323
32,30,1858
32,31,2559
32,32,0
32,33,1158
32,34,387
32,35,69
32,36,68
32,37,0
32,38,379
33,0,1527
33,1,778
33,2,164
33,3,572
33,4,866
33,5,259
33,6,310
33,7,378
33,8,69
33,9,60
33,10,6
33,11,42
33,12,80
33,13,0
33,14,0
33,15,19
33,16,8
33,17,25
33,18,1964
33,19,230
33,20,0
33,21,209
33,22,0
33,23,69
33,24,32
33,25,129
33,26,292
33,27,529
33,28,924
33,29,6036
33,30,1997
33,31,4285
33,32,1158
33,33,0
33,34,3267
33,35,430
33,36,187
33,37,40
33,38,1879
34,0,1752
34,1,799
34,2,90
34,3,532
34,4,523
34,5,178
34,6,144
34,7,118
34,8,37
34,9,0
34,10,43
34,11,26
34,12,0
34,13,0
34,14,21
34,15,13
34,16,62
34,17,14
34,18,1035
34,19,60
34,20,90
34,21,251
34,22,0
34,23,26
34,24,209
34,25,41
34,26,220
34,27,738
34,28,1331
34,29,3988
34,30,763
34,31,1206
34,32,387
34,33,3267
34,34,0
34,35,415
34,36,47
34,37,34
34,38,1521
35,0,218
35,1,65
35,2,27
35,3,103
35,4,256
35,5,0
35,6,56
35,7,103
35,8,87
35,9,0
35,10,0
35,11,33
35,12,21
35,13,0
35,14,0
35,15,0
35,16,0
35,17,30
35,18,185
35,19,0
35,20,47
35,21,30
35,22,40
35,23,66
35,24,0
35,25,0
35,26,88
35,27,386
35,28,211
35,29,733
35,30,407
35,31,347
35,32,69
35,33,430
35,34,415
35,35,0
35,36,64
35,37,62
35,38,969
36,0,8299
36,1,4585
36,2,8103
36,3,1428
36,4,2740
36,5,1067
36,6,935
36,7,710
36,8,101
36,9,667
36,10,1036
36,11,295
36,12,63
36,13,158
36,14,32
36,15,143
36,16,277
36,17,130
36,18,1746
36,19,390
36,20,242
36,21,488
36,22,0
36,23,148
36,24,17
36,25,39
36,26,7894
36,27,1285
36,28,465
36,29,245
36,30,247
36,31,407
36,32,68
36,33,187
36,34,47
36,35,64
36,36,0
36,37,1388
36,38,87
37,0,3761
37,1,1714
37,2,1237
37,3,416
37,4,1393
37,5,706
37,6,232
37,7,285
37,8,145
37,9,421
37,10,294
37,11,144
37,12,11
37,13,89
37,14,14
37,15,33
37,16,23
37,17,109
37,18,727
37,19,226
37,20,296
37,21,576
37,22,0
37,23,64
37,24,0
37,25,0
37,26,500
37,27,611
37,28,156
37,29,159
37,30,0
37,31,50
37,32,0
37,33,40
37,34,34
37,35,62
37,36,1388
37,37,0
37,38,0
38,0,311
38,1,355
38,2,71
38,3,508
38,4,315
38,5,102
38,6,114
38,7,229
38,8,0
38,9,39
38,10,33
38,11,0
38,12,25
38,13,0
38,14,0
38,15,0
38,16,0
38,17,0
38,18,478
38,19,33
38,20,0
38,21,25
38,22,0
38,23,142
38,24,40
38,25,0
38,26,172
38,27,265
38,28,567
38,29,1798
38,30,977
38,31,2195
38,32,379
38,33,1879
38,34,1521
38,35,969
38,36,87
38,37,0
38,38,0
